image_id,image_id,heading,description,general_classification,sub_classification,tags,color_classification,mime_type,file_size_bytes,source_path,folder_id,folder_order,image_url,processed_at,file_name,model_used,prompt_tokens,completion_tokens,total_tokens,estimated_cost_usd
1CLeytVeFYJTMYlISMQyEVKFPZ6WfHgEU,1CLeytVeFYJTMYlISMQyEVKFPZ6WfHgEU,Data Analysis and Technology,A professional depiction of data visualization and digital interfaces in a modern technological environment.,Technology,Data Visualization,"data, digital, technology, analytics, interface, futuristic, screens, information, digital graphics, innovation",Cool Blue,image/jpeg,10582381,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1CLeytVeFYJTMYlISMQyEVKFPZ6WfHgEU/view?usp=drivesdk,2026-03-06T10:13:04.713Z,iStock-529418686.jpg,gpt-4.1-nano-2025-04-14,2550,88,2638,0.0002902
1QH-CP2lm7PHaMMNxsbfeMFI9lfepnWfJ,1QH-CP2lm7PHaMMNxsbfeMFI9lfepnWfJ,Advanced Data Interface,Futuristic digital interface showcasing data analytics and visualization technology.,Technology,Data Visualization,"digital, technology, data, interface, futuristic, analytics, screens, night, holographic, innovation",Cool Blue,image/jpeg,4672622,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1QH-CP2lm7PHaMMNxsbfeMFI9lfepnWfJ/view?usp=drivesdk,2026-03-06T10:13:16.385Z,iStock-966826582.jpg,gpt-4.1-nano-2025-04-14,2757,84,2841,0.0003093
1pdJIW0B1pIAMBPONgdC3-JyEnTgDFYkt,1pdJIW0B1pIAMBPONgdC3-JyEnTgDFYkt,Futuristic Data Analysis,A professional setting showcasing advanced data visualization and digital interfaces for strategic decision-making.,Technology,Data Visualization,"technology, data, digital, analysis, cityscape, futuristic, interface, analytics, innovation, business",Cool Blue,image/jpeg,3713766,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1pdJIW0B1pIAMBPONgdC3-JyEnTgDFYkt/view?usp=drivesdk,2026-03-06T10:13:30.543Z,iStock-957655302.jpg,gpt-4.1-nano-2025-04-14,2521,89,2610,0.0002877
19B66cnCekcb6F0QrkJuoX4olVIr8GHyJ,19B66cnCekcb6F0QrkJuoX4olVIr8GHyJ,Software Developer at Work,A professional working on multiple computer screens with code in a modern office environment.,Technology,Software Development,"coding, programming, software, office, technology, monitors, developer, computer, work, modern",Cool Blue,image/jpeg,4175984,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/19B66cnCekcb6F0QrkJuoX4olVIr8GHyJ/view?usp=drivesdk,2026-03-06T10:27:26.120Z,iStock-1356364157.jpg,gpt-4.1-nano-2025-04-14,2876,87,2963,0.0003224
1ZNMxdJjfbOpdRtUhltyDpJ1QJd4VsNod,1ZNMxdJjfbOpdRtUhltyDpJ1QJd4VsNod,Data Analytics Meeting,A professional team collaborates in a high-tech control room with advanced digital displays.,Business & Technology,Data Analytics,"business, technology, data, team, digital displays, control room, collaboration, analytics, high-tech, meeting",Cool Blue,image/jpeg,8495962,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1ZNMxdJjfbOpdRtUhltyDpJ1QJd4VsNod/view?usp=drivesdk,2026-03-06T10:27:39.771Z,iStock-1553012653.jpg,gpt-4.1-nano-2025-04-14,3053,92,3145,0.0003421
1ks3aBJpp-CaIC6OaQOJJxp9ExFf8ZQ9c,1ks3aBJpp-CaIC6OaQOJJxp9ExFf8ZQ9c,Modern Office Workspace,Professional woman working at her desk in a contemporary office environment.,Office Environment,Workstation,"office, workspace, professional, computer, modern, business, employee, desk, technology, corporate",Cool Blue,image/jpeg,3608148,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1ks3aBJpp-CaIC6OaQOJJxp9ExFf8ZQ9c/view?usp=drivesdk,2026-03-06T10:31:58.034Z,iStock-1354205261.jpg,gpt-4.1-nano-2025-04-14,2876,84,2960,0.0003212
18Up5Oy_n9cGds3y_8f9ekX7OziHO204_,18Up5Oy_n9cGds3y_8f9ekX7OziHO204_,Cybersecurity Operations Center,Professionals monitor and analyze network security data in a high-tech environment.,Technology,Cybersecurity,"cybersecurity, monitoring, technology, network security, data analysis, professionals, high-tech, computers, digital security",Cool Blue,image/jpeg,3666126,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/18Up5Oy_n9cGds3y_8f9ekX7OziHO204_/view?usp=drivesdk,2026-03-06T10:32:08.063Z,iStock-1194430863.jpg,gpt-4.1-nano-2025-04-14,2876,90,2966,0.0003236
1E9i3zjbG826ks9cNvWFZqv0L4C9hpbZw,1E9i3zjbG826ks9cNvWFZqv0L4C9hpbZw,Business Meeting Collaboration,Two professionals discuss data insights in a modern conference room setting.,Business & Office,Team Meeting,"business, meeting, collaboration, data, charts, laptop, office, teamwork, discussion, presentation",Neutral Tones,image/jpeg,6449345,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1E9i3zjbG826ks9cNvWFZqv0L4C9hpbZw/view?usp=drivesdk,2026-03-06T10:32:20.145Z,iStock-1406088800.jpg,gpt-4.1-nano-2025-04-14,2463,86,2549,0.0002807
1qco0NqjXoM_dvkJXkyhx-oA6P_lhJVFq,1qco0NqjXoM_dvkJXkyhx-oA6P_lhJVFq,Business Meeting in Modern Office,"A professional discussion among colleagues in a bright, contemporary workspace setting.",Business & Office,Team Collaboration,"office, meeting, colleagues, teamwork, discussion, laptop, modern, indoor, professional, collaboration",Bright Natural Light,image/jpeg,7617189,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1qco0NqjXoM_dvkJXkyhx-oA6P_lhJVFq/view?usp=drivesdk,2026-03-06T10:32:32.243Z,iStock-609072850.jpg,gpt-4.1-nano-2025-04-14,2403,89,2492,0.0002759
16rNCnd9k_5y131NJ35Uc_PkF933VqNkB,16rNCnd9k_5y131NJ35Uc_PkF933VqNkB,Team Collaboration in Modern Office,"A diverse group of professionals collaborating around a laptop in a bright, contemporary workspace.",Business & Office,Team Meeting,"teamwork, collaboration, office, meeting, technology, diverse, modern, workspace, professionals, discussion",Neutral Tones,image/jpeg,10407020,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/16rNCnd9k_5y131NJ35Uc_PkF933VqNkB/view?usp=drivesdk,2026-03-06T10:38:05.889Z,iStock-598241764.jpg,gpt-4.1-nano-2025-04-14,2550,93,2643,0.0002922
12xTJOO61XWHldrBqqsEUfb4b93nVPbcU,12xTJOO61XWHldrBqqsEUfb4b93nVPbcU,Wearable Heart Rate Monitor,A person checks their heart rate using a smartwatch with a digital display.,Health & Fitness,Wearable Technology,"smartwatch, health, fitness, heart rate, technology, digital display, wristband, monitoring, health device",Cool Blue,image/jpeg,12216926,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/12xTJOO61XWHldrBqqsEUfb4b93nVPbcU/view?usp=drivesdk,2026-03-06T10:38:23.132Z,iStock-1310475310.jpg,gpt-4.1-nano-2025-04-14,2432,93,2525,0.0002804
13sUHGor5MDiKfjtXFasV37TUs819EWSj,13sUHGor5MDiKfjtXFasV37TUs819EWSj,Collaborative Meeting Space,"A modern, open-concept workspace with a unique wooden table design for team collaboration.",Office Environment,Meeting Area,"office, collaboration, meeting, team, workspace, modern, wooden table, discussion, technology, professional",Warm Tones,image/jpeg,12932046,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/13sUHGor5MDiKfjtXFasV37TUs819EWSj/view?usp=drivesdk,2026-03-06T10:41:06.898Z,iStock-492596662.jpg,gpt-4.1-nano-2025-04-14,3376,92,3468,0.0003744
1RnwmrOoSAG_ZRWKU3H9XblLo5VtcFsFd,1RnwmrOoSAG_ZRWKU3H9XblLo5VtcFsFd,Kitchen Workspace Scene,"A blurred kitchen workspace with various utensils and appliances, emphasizing a busy culinary environment.",Food & Beverage,Kitchen Setup,"kitchen, utensils, appliances, cooking, culinary, workspace, blurred, busy, food prep",Warm Tones,image/jpeg,11123438,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1RnwmrOoSAG_ZRWKU3H9XblLo5VtcFsFd/view?usp=drivesdk,2026-03-06T10:43:26.232Z,iStock-874603792.jpg,gpt-4.1-nano-2025-04-14,2612,90,2702,0.0002972
15KM-Sm6CoNRR32hnvpkIF4jN7PEDlp8D,15KM-Sm6CoNRR32hnvpkIF4jN7PEDlp8D,Warehouse Inventory Management,"Team inspecting inventory in a warehouse with storage shelves and boxes, emphasizing logistics and supply chain operations.",Logistics & Supply Chain,Warehouse Operations,"warehouse, inventory, logistics, storage, team, supply chain, shelving, boxes, management, business",Neutral Tones,image/jpeg,12899832,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/15KM-Sm6CoNRR32hnvpkIF4jN7PEDlp8D/view?usp=drivesdk,2026-03-06T11:58:46.099Z,iStock-1160700188.jpg,gpt-4.1-nano-2025-04-14,2463,96,2559,0.0002847
128EjM_nHrJ3DmtAU4TVoAIFTB916FQV0,128EjM_nHrJ3DmtAU4TVoAIFTB916FQV0,Cybersecurity and Data Protection,Business professionals analyzing digital security data in a high-tech environment.,Technology,Cybersecurity,"digital security, data protection, technology, business, cybersecurity, high-tech, computer, analysis, digital interface, professionals",Cool Blue,image/jpeg,8985508,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/128EjM_nHrJ3DmtAU4TVoAIFTB916FQV0/view?usp=drivesdk,2026-03-09T06:05:03.905Z,iStock-1169668290.jpg,gpt-4.1-nano-2025-04-14,3053,89,3142,0.0003409
11Hpz2GWkpQzd6v9X4whEDBw2m06x4u_S,11Hpz2GWkpQzd6v9X4whEDBw2m06x4u_S,Financial Market Analysis,A dynamic cityscape overlaid with stock market data illustrating financial trends and growth.,Business & Finance,Market Data Visualization,"cityscape, skyscrapers, stock market, financial data, graphs, sunset, urban, business, investment, analytics",Warm Tones,image/jpeg,8249661,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/11Hpz2GWkpQzd6v9X4whEDBw2m06x4u_S/view?usp=drivesdk,2026-03-09T06:05:21.104Z,iStock-509615012.jpg,gpt-4.1-nano-2025-04-14,2608,95,2703,0.0002988
1iFd5j5E_WogA_Cb54k2Hu05F-b32c0-t,1iFd5j5E_WogA_Cb54k2Hu05F-b32c0-t,Scientific Laboratory Research,A scientist conducts experiments with plants and chemicals in a modern laboratory setting.,Science & Research,Laboratory Work,"laboratory, scientist, microscope, test tubes, plants, chemicals, research, experiment, science, lab equipment",Cool Blue,image/jpeg,11121115,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1iFd5j5E_WogA_Cb54k2Hu05F-b32c0-t/view?usp=drivesdk,2026-03-09T06:08:04.964Z,iStock-615726768.jpg,gpt-4.1-nano-2025-04-14,2519,91,2610,0.0002883
1fMCF4b_ijK74c2znOeLqD9OrZ0LdbKb3,1fMCF4b_ijK74c2znOeLqD9OrZ0LdbKb3,Software Development Coding,Person working on computer screen with programming code in a professional environment.,Technology,Software Development,"programming, coding, computer, software, developer, technology, monitor, screen, work, code",Cool Blue,image/jpeg,11359942,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1fMCF4b_ijK74c2znOeLqD9OrZ0LdbKb3/view?usp=drivesdk,2026-03-09T06:09:45.533Z,iStock-1174689484.jpg,gpt-4.1-nano-2025-04-14,2463,85,2548,0.0002803
1SKITV9515VNI6XJzzuKGuC88e7Vt8iD6,1SKITV9515VNI6XJzzuKGuC88e7Vt8iD6,Global Perspective and Responsibility,"A hand reaching towards a digital Earth, symbolizing global connection and environmental awareness.",Conceptual,Environmental Awareness,"earth, globe, environment, digital, connection, sustainability, technology, global, awareness, future",Cool Blue,image/jpeg,12668241,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1SKITV9515VNI6XJzzuKGuC88e7Vt8iD6/view?usp=drivesdk,2026-03-09T06:12:39.592Z,iStock-1129121397.jpg,gpt-4.1-nano-2025-04-14,2432,89,2521,0.0002788
1tqlOLjEQMP2Z9G4mMoWrLhkNoP5WMzi-,1tqlOLjEQMP2Z9G4mMoWrLhkNoP5WMzi-,Futuristic Data Analysis,A professional working with advanced digital interfaces and data visualization tools in a high-tech environment.,Technology,Data Visualization,"technology, data, digital, futuristic, analysis, computer, interface, innovation, high-tech, digital tools",Cool Blue,image/jpeg,6280534,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1tqlOLjEQMP2Z9G4mMoWrLhkNoP5WMzi-/view?usp=drivesdk,2026-03-09T06:12:57.073Z,iStock-1223929888.jpg,gpt-4.1-nano-2025-04-14,2463,92,2555,0.0002831
1_BiXP6NvB3S6EGOoVyEi48NXfQ21_CE2,1_BiXP6NvB3S6EGOoVyEi48NXfQ21_CE2,School Bus Drop-off Scene,"A school bus with children and a guardian, capturing a typical school day moment outdoors.",Transportation,School Bus,"school bus, children, guardian, outdoor, transportation, yellow bus, school day, kids, parent, vehicle",Vibrant Multi-color,image/jpeg,11289442,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1_BiXP6NvB3S6EGOoVyEi48NXfQ21_CE2/view?usp=drivesdk,2026-03-09T07:13:20.395Z,iStock-1278463443.jpg,gpt-4.1-nano-2025-04-14,2463,96,2559,0.0002847
1izMbA-0knERzxEII1cp6kE9_vA1s7KGa,1izMbA-0knERzxEII1cp6kE9_vA1s7KGa,Scientific Laboratory Research,A scientist conducts experiments in a modern laboratory setting with advanced equipment.,Science & Technology,Laboratory Research,"laboratory, scientist, test tubes, microscope, research, scientific, equipment, experiment, modern, technology",Cool Blue,image/jpeg,3765212,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1izMbA-0knERzxEII1cp6kE9_vA1s7KGa/view?usp=drivesdk,2026-03-09T07:13:33.974Z,iStock-1293773578.jpg,gpt-4.1-nano-2025-04-14,2876,89,2965,0.0003232
1s9DkFGNmp9AKr5ccmCAhugfLmCqcPNzO,1s9DkFGNmp9AKr5ccmCAhugfLmCqcPNzO,Soccer Player Preparing to Kick,"A soccer player in action on the field, focusing on the ball and game movement.",Sports Photography,Soccer,"soccer, football, sports, player, field, game, ball, athletic, outdoor, team",Vibrant Multi-color,image/jpeg,14011515,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1s9DkFGNmp9AKr5ccmCAhugfLmCqcPNzO/view?usp=drivesdk,2026-03-09T07:50:51.143Z,iStock-1150952747.jpg,gpt-4.1-nano-2025-04-14,2491,96,2587,0.0002875
10Tj_Hqpi5Oq7RyubDqakkmb0egedVVHg,10Tj_Hqpi5Oq7RyubDqakkmb0egedVVHg,Industrial Welding Process,"A worker engaged in welding, producing sparks in an industrial setting with a focus on manufacturing and craftsmanship.",Industrial Photography,Manufacturing,"welding, sparks, industrial, manufacturing, craftsmanship, worker, metalwork, factory, safety gear, heat",Warm Tones,image/jpeg,13801598,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/10Tj_Hqpi5Oq7RyubDqakkmb0egedVVHg/view?usp=drivesdk,2026-03-09T07:52:32.986Z,iStock-1192097505.jpg,gpt-4.1-nano-2025-04-14,2432,96,2528,0.0002816
1iUi5-weEV3DaCptj1DjfacuqToX74MC7,1iUi5-weEV3DaCptj1DjfacuqToX74MC7,Genetic Research Laboratory,Scientists analyze DNA sequences and brain scans in a high-tech laboratory environment.,Scientific Research,Biomedical Laboratory,"laboratory, scientists, DNA, brain scans, research, technology, medical, science, high-tech, laboratory equipment",Cool Blue,image/jpeg,4550374,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1iUi5-weEV3DaCptj1DjfacuqToX74MC7/view?usp=drivesdk,2026-03-09T07:52:46.873Z,iStock-1224202684.jpg,gpt-4.1-nano-2025-04-14,3053,91,3144,0.0003417
1mLMWIUUoAkuCqgH9wn1rSFZqf13XJrPZ,1mLMWIUUoAkuCqgH9wn1rSFZqf13XJrPZ,Shopping and Retail,"A person holding colorful shopping bags in an outdoor urban setting, highlighting retail activity and consumer engagement.",Lifestyle Photography,Shopping,"shopping, retail, bags, urban, consumer, outdoor, lifestyle, city, shopping spree, casual",Vibrant Multi-color,image/jpeg,9100389,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1mLMWIUUoAkuCqgH9wn1rSFZqf13XJrPZ/view?usp=drivesdk,2026-03-09T07:54:56.249Z,iStock-868718238.jpg,gpt-4.1-nano-2025-04-14,2431,94,2525,0.0002807
1-P_EgsnFhb4gNDj76lC1l9dfglKetz-v,1-P_EgsnFhb4gNDj76lC1l9dfglKetz-v,Industrial Worker with Digital Interface,A professional in a warehouse using advanced digital tools for monitoring and managing operations.,Industrial Technology,Warehouse Management,"warehouse, technology, digital interface, worker, logistics, inventory, data, industry, warehouse worker, high-tech",Cool Blue,image/jpeg,7395300,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1-P_EgsnFhb4gNDj76lC1l9dfglKetz-v/view?usp=drivesdk,2026-03-09T07:55:10.926Z,iStock-1204732594.jpg,gpt-4.1-nano-2025-04-14,2817,92,2909,0.0003185
1-iUoYnackx9KhUjZ3gnrRrVUCWsAk8w2,1-iUoYnackx9KhUjZ3gnrRrVUCWsAk8w2,Business Meeting Discussion,A professional business meeting with colleagues collaborating in a modern office environment.,Business & Office,Team Collaboration,"office, meeting, colleagues, teamwork, discussion, laptop, documents, modern, professional, corporate",Neutral Tones,image/jpeg,14092838,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1-iUoYnackx9KhUjZ3gnrRrVUCWsAk8w2/view?usp=drivesdk,2026-03-09T13:08:23.162Z,iStock-1498603091.jpg,gpt-4.1-nano-2025-04-14,2463,87,2550,0.0002811
1yUQDO6pBIGi87Fz49HpZJVgGqBMSAXgM,1yUQDO6pBIGi87Fz49HpZJVgGqBMSAXgM,Team Collaboration and Planning,A collaborative workspace with team members designing and discussing mobile app prototypes and marketing strategies.,Business & Technology,Teamwork & Innovation,"team, collaboration, mobile app, planning, brainstorming, prototypes, marketing, office, discussion, technology",Vibrant Multi-color,image/jpeg,13724831,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1yUQDO6pBIGi87Fz49HpZJVgGqBMSAXgM/view?usp=drivesdk,2026-03-09T13:27:24.350Z,iStock-1219714126.jpg,gpt-4.1-nano-2025-04-14,2463,96,2559,0.0002847
1Ei6cQurQXlZL4zjR3Gw0-D2_HN6p_fki,1Ei6cQurQXlZL4zjR3Gw0-D2_HN6p_fki,Children Learning and Playing,"Children engaged in educational activities in a cozy, well-lit home environment.",Family & Home,Child Education,"children, learning, home, education, books, family, indoor, kids, study, activity",Neutral Tones,image/jpeg,11229791,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1Ei6cQurQXlZL4zjR3Gw0-D2_HN6p_fki/view?usp=drivesdk,2026-03-10T06:18:23.033Z,iStock-1223150954.jpg,gpt-4.1-nano-2025-04-14,2463,89,2552,0.0002819
1re8ueC5h62etSuXGGAcl6bvt_pEg9q-T,1re8ueC5h62etSuXGGAcl6bvt_pEg9q-T,Mobile App Interface Concept,"Person interacting with a smartphone displaying various digital icons in a modern, professional setting.",Technology,Mobile App,"smartphone, icons, digital, technology, user interface, mobile, app, touchscreen, business, innovation",Vibrant Multi-color,image/jpeg,5098336,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1re8ueC5h62etSuXGGAcl6bvt_pEg9q-T/view?usp=drivesdk,2026-03-10T06:18:36.148Z,iStock-1189050047.jpg,gpt-4.1-nano-2025-04-14,2581,93,2674,0.0002953
13Ro4OORpLKCUXTqsLnGFmTlf_rvJYCP8,13Ro4OORpLKCUXTqsLnGFmTlf_rvJYCP8,Digital Shopping and E-Commerce,Person using a mobile device with digital icons representing online shopping and connectivity.,Technology,E-Commerce,"mobile, shopping cart, digital, technology, online, connectivity, icons, device, e-commerce, digital icons",Warm Tones,image/jpeg,2909761,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/13Ro4OORpLKCUXTqsLnGFmTlf_rvJYCP8/view?usp=drivesdk,2026-03-10T06:47:45.519Z,iStock-1206800961.jpg,gpt-4.1-nano-2025-04-14,3318,91,3409,0.0003682
1ddQ2FWPhBwpS1I9D6kNJM4fj-Bx_BrSQ,1ddQ2FWPhBwpS1I9D6kNJM4fj-Bx_BrSQ,Data Analytics and Visualization,A professional demonstrating data analysis with interactive charts and graphs on a tablet device.,Technology,Data Visualization,"data, analytics, charts, graphs, tablet, technology, business, digital, finance, statistics",Cool Blue,image/jpeg,5051883,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1ddQ2FWPhBwpS1I9D6kNJM4fj-Bx_BrSQ/view?usp=drivesdk,2026-03-10T06:48:20.393Z,iStock-1311598658.jpg,gpt-4.1-nano-2025-04-14,2727,87,2814,0.0003075
1H5SkxNbwmF6ppPS1zim2KKrdZNNUOW0E,1H5SkxNbwmF6ppPS1zim2KKrdZNNUOW0E,Financial Data Analysis,A person analyzing stock market data on a tablet with a large screen in the background.,Finance,Stock Market,"finance, stock market, tablet, data analysis, trading, graphs, charts, technology, investment, business",Cool Blue,image/jpeg,8030453,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1H5SkxNbwmF6ppPS1zim2KKrdZNNUOW0E/view?usp=drivesdk,2026-03-10T06:48:43.103Z,iStock-1255683032.jpg,gpt-4.1-nano-2025-04-14,2491,90,2581,0.0002851
1gMhz1FuwN9gxqv2okqrfiUHQ5Izepxy8,1gMhz1FuwN9gxqv2okqrfiUHQ5Izepxy8,Construction Project Planning,Engineers in safety gear review digital plans at a construction site with networked technology overlays.,Industrial,Construction Technology,"construction, engineers, safety helmets, digital tablet, project planning, technology, network, industrial, sunset, teamwork",Warm Tones,image/jpeg,2074114,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1gMhz1FuwN9gxqv2okqrfiUHQ5Izepxy8/view?usp=drivesdk,2026-03-10T06:50:14.977Z,iStock-1327568874.jpg,gpt-4.1-mini-2025-04-14,2328,93,2421,0.00108
1y_00FA_F5g7qc7j_XdgtjEboZGIh5Bhd,1y_00FA_F5g7qc7j_XdgtjEboZGIh5Bhd,Customer Experience Digital Interface,Futuristic digital interface emphasizing customer experience and engagement strategies.,Technology,Digital Interface,"customer experience, digital, technology, interface, futuristic, data, analytics, user engagement, innovation, cybersecurity",Cool Blue,image/jpeg,2689028,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1y_00FA_F5g7qc7j_XdgtjEboZGIh5Bhd/view?usp=drivesdk,2026-03-10T06:50:32.682Z,iStock-1317706283.jpg,gpt-4.1-nano-2025-04-14,3199,86,3285,0.0003543
1AjLlYSIh7aBSwzfqTbo4ZxaI5cwiQuAm,1AjLlYSIh7aBSwzfqTbo4ZxaI5cwiQuAm,Business Meeting with Digital Overlay,Professionals collaborating in a modern office with digital technology and data visualization elements.,Business & Technology,Corporate Meeting,"business, meeting, technology, data, collaboration, office, digital, charts, professionals, innovation",Cool Blue,image/jpeg,4656918,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1AjLlYSIh7aBSwzfqTbo4ZxaI5cwiQuAm/view?usp=drivesdk,2026-03-10T06:50:51.622Z,iStock-1315757284.jpg,gpt-4.1-nano-2025-04-14,2845,90,2935,0.0003205
1J0EQCQe3Kb3Udm8qRQJByCMJR1fPOeIN,1J0EQCQe3Kb3Udm8qRQJByCMJR1fPOeIN,Social Media Engagement Concept,"Illustrates social media interactions and user engagement on a mobile device in a modern, professional setting.",Digital Marketing,Social Media,"social media, engagement, smartphone, notifications, digital marketing, user interaction, online communication, network, technology, mobile device",Warm Tones,image/jpeg,4897250,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1J0EQCQe3Kb3Udm8qRQJByCMJR1fPOeIN/view?usp=drivesdk,2026-03-10T06:51:12.424Z,iStock-1367616995.jpg,gpt-4.1-nano-2025-04-14,3022,98,3120,0.0003414
14dVhVAaXRAv_99zzM3PimeNScS_a2BIZ,14dVhVAaXRAv_99zzM3PimeNScS_a2BIZ,Data Analyst in Modern Workspace,Professional woman working with data analytics in a high-tech office environment.,Business & Technology,Data Analysis,"woman, data, analytics, office, technology, laptop, charts, graphs, modern, professional",Cool Blue,image/jpeg,15251236,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/14dVhVAaXRAv_99zzM3PimeNScS_a2BIZ/view?usp=drivesdk,2026-03-10T06:51:40.196Z,iStock-1164885329.jpg,gpt-4.1-nano-2025-04-14,2581,88,2669,0.0002933
16xA9BLVSZytuiz5qlDYhPf6fDjQMov3_,16xA9BLVSZytuiz5qlDYhPf6fDjQMov3_,Logistics and Supply Chain Innovation,Showcasing modern transportation and digital integration in logistics for efficient supply chain management.,Logistics,Supply Chain Technology,"shipping, trucks, airplanes, cargo, digital, logistics, transportation, supply chain, technology, innovation",Cool Blue,image/jpeg,13175933,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/16xA9BLVSZytuiz5qlDYhPf6fDjQMov3_/view?usp=drivesdk,2026-03-10T06:52:15.030Z,iStock-1472230473.jpg,gpt-4.1-nano-2025-04-14,3672,93,3765,0.0004044
1uOpBH9TFjh00mwVTLtcHcfWM1nw8JAbA,1uOpBH9TFjh00mwVTLtcHcfWM1nw8JAbA,Financial Market Trends,Visual representation of stock market data with upward growth indicators and data overlays.,Finance,Market Data Visualization,"stock market, financial data, graphs, charts, investment, trading, market analysis, business, data visualization",Vibrant Multi-color,image/jpeg,7601649,iStock,1GwI7nT8jlllVvlVWGH_Bq_lqoxxH4GVE,3,https://drive.google.com/file/d/1uOpBH9TFjh00mwVTLtcHcfWM1nw8JAbA/view?usp=drivesdk,2026-03-10T06:52:48.983Z,iStock-1130475956.jpg,gpt-4.1-nano-2025-04-14,2432,91,2523,0.0002796
